name,weight
perform office routine activities,60
database development tools,60
maintain work standards,60
maintain records of maintenance interventions,60
paediatrics,60
apply soldering techniques,60
dispose waste,60
analyse environmental data,60
apply airport standards and regulations,60
program a CNC controller,60
maintain healthcare user data confidentiality,60
mix chemicals,60
identify ICT security risks,60
use communication equipment,59
manage the customer experience,59
create technical sketches for footwear,59
Hybrid model,59
develop footwear collection,59
edit digital moving images,59
virology,59
editorial standards,59
international financial reporting standards,59
examine engineering principles,59
conflict management,59
joint ventures,59
authoring software,59
write records for repairs,59
airport planning,59
operate lifting equipment,59
analyse the need for technical resources,59
advise on pollution prevention,58
use meteorological information,58
stay alert,58
recognise signs of corrosion,58
teach economic principles,58
communicate problems to senior colleagues,58
hardware architectures,58
dispose of non-hazardous waste,58
environmental threats,58
negotiate in legal cases,58
handle evidence,58
STAF,58
Jenkins (tools for software configuration management),58
Salt (tools for software configuration management),58
write routine reports,58
business loans,58
evaluate writings in response to feedback,58
"""create a products virtual model""",58
unstructured data,58
"""identify patients medical records""",58
show empathy,57
define technology strategy,57
use theoretical marketing models,57
manufacture wearing apparel products,57
create patterns for garments,57
hardware platforms,57
present legal arguments,57
study topics,57
support implementation of quality management systems,57
advise on economic development,57
improve business processes,57
food safety principles,57
perform maintenance on installed equipment,57
electrical systems used in transportation,57
carry out measurements of parts,57
